basis,distance,rounds,physical_error_rate,shots,seed,noise_model,logical_error_count,logical_error_rate,logical_error_rate_laplace,survival,suppression_R,log_suppression,E_v2,grad_S_v2,sigma_v2,Df,formula_score_v2,formula_log_score_v2,log_E_over_grad_S,Df_ln_sigma,p_threshold,below_threshold,E_v1,grad_S_v1,sigma_v1,formula_score_v1,formula_log_score_v1,syndrome_density,num_detectors,num_observables,duration_seconds
x,3,3,0.005,200,1416769919,meas,3,0.015,0.017412935323383085,0.985,0.28714285714285714,-1.2477754269843289,0.995,0.7071067811865476,1.189207115002721,3.0,2.3665221588554144,0.8614214338763871,0.34156104845642826,0.5198603854199588,0.007071067811865475,True,1.0,0.0454146923337941,4.692473317686164,2275.1448882574455,7.72979901650324,0.05520833333333333,24,1,0.0038181000018084887
x,3,3,0.02,200,3705410498,meas,28,0.14,0.1417910447761194,0.86,0.14105263157894737,-1.958622184643675,0.98,2.8284271247461903,0.5946035575013605,3.0,0.07283893579391666,-2.6195046344173143,-1.0599234781574374,-1.5595811562598771,0.007071067811865475,False,1.0,0.14144054254182067,2.6589675866340143,132.91231308028463,4.889689610639601,0.19979166666666667,24,1,0.0026667000020097475
x,5,5,0.005,200,1933537463,meas,0,0.0,0.0024875621890547263,1.0,2.0100000000000002,0.6981347220709845,0.995,0.7071067811865476,1.189207115002721,5.0,3.346767732709783,1.2079950241563597,0.34156104845642826,0.8664339756999315,0.007071067811865475,True,1.0,0.0454146923337941,4.692473317686164,50097.11111847516,10.821718623104536,0.06429166666666666,120,1,0.012916200001200195
x,5,5,0.02,200,866252157,meas,31,0.155,0.15671641791044777,0.845,0.1276190476190476,-2.058705643200658,0.98,2.8284271247461903,0.5946035575013605,5.0,0.025752452717145,-3.6592254052572324,-1.0599234781574374,-2.5993019270997952,0.007071067811865475,False,1.0,0.14144054254182067,2.6589675866340143,939.7044913129173,6.845565454895441,0.20995833333333333,120,1,0.011592999999265885
