trial,mode,cand_label,cand_value,lockin_I,lockin_Q,lockin_mag,temp_c,route
9,lane_swap,c1,40,0.060813330,-0.222019546,0.230197611,44.4,4:5
10,lane_swap,c0,193,0.083324384,-0.247915440,0.261543530,44.1,4:5
10,lane_swap,c1,63,0.068295295,-0.252338003,0.261416746,44.1,4:5
11,lane_swap,c0,209,0.086910717,-0.246888835,0.261739507,44.5,4:5
11,lane_swap,c1,47,0.069445458,-0.235027463,0.245072601,44.5,4:5
12,lane_swap,c0,156,0.044520192,-0.228399712,0.232698250,44.1,4:5
12,lane_swap,c1,100,0.077195018,-0.187553713,0.202818801,44.1,4:5
13,lane_swap,c0,171,0.091220960,-0.237157108,0.254095961,44.2,4:5
13,lane_swap,c1,85,0.074687422,-0.239210088,0.250598637,44.2,4:5
14,lane_swap,c0,159,0.062992799,-0.265740890,0.273104949,44.0,4:5
14,lane_swap,c1,97,0.108617552,-0.289098126,0.308829240,44.0,4:5
15,lane_swap,c0,234,0.098628128,-0.254791152,0.273214272,44.1,4:5
15,lane_swap,c1,22,0.085777201,-0.233454845,0.248714481,44.1,4:5
16,lane_swap,c0,231,0.075097064,-0.211403782,0.224346000,44.0,4:5
16,lane_swap,c1,25,0.076224033,-0.196571460,0.210832734,44.0,4:5
17,lane_swap,c0,243,0.043239162,-0.186403862,0.191353142,44.5,4:5
17,lane_swap,c1,13,0.047161893,-0.235230118,0.239911343,44.5,4:5
18,lane_swap,c0,233,0.064349789,-0.208648824,0.218346576,44.5,4:5
18,lane_swap,c1,23,0.073809387,-0.249608913,0.260292979,44.5,4:5
19,lane_swap,c0,244,0.119629647,-0.229786711,0.259062126,44.4,4:5
19,lane_swap,c1,12,0.071461520,-0.250543287,0.260535386,44.4,4:5
20,lane_swap,c0,142,0.090107652,-0.223351046,0.240842435,44.0,4:5
20,lane_swap,c1,114,0.056458215,-0.236647740,0.243289299,44.0,4:5
21,lane_swap,c0,153,0.062273805,-0.197388830,0.206979170,44.0,4:5
21,lane_swap,c1,103,0.042146643,-0.269253619,0.272532294,44.0,4:5
22,lane_swap,c0,205,0.089470080,-0.217818800,0.235478078,44.0,4:5
22,lane_swap,c1,51,0.083573505,-0.223297734,0.238424850,44.0,4:5
23,lane_swap,c0,135,0.096463929,-0.288636334,0.304329136,44.0,4:5
23,lane_swap,c1,121,0.114299378,-0.229161864,0.256084962,44.0,4:5
24,lane_swap,c0,168,0.092462672,-0.237910495,0.255246448,44.0,4:5
24,lane_swap,c1,88,0.091756924,-0.209752552,0.228944242,44.0,4:5
25,lane_swap,c0,162,0.117624653,-0.237625175,0.265143891,44.0,4:5
25,lane_swap,c1,94,0.068241340,-0.183376005,0.195662055,44.0,4:5
26,lane_swap,c0,182,0.076514855,-0.218503739,0.231513297,44.0,4:5
26,lane_swap,c1,74,0.053855749,-0.223264079,0.229667783,44.0,4:5
27,lane_swap,c0,131,0.100117518,-0.216214309,0.238269060,44.0,4:5
27,lane_swap,c1,125,0.083355199,-0.247990214,0.261624226,44.0,4:5
28,lane_swap,c0,217,0.080916059,-0.221074913,0.235417769,44.0,4:5
28,lane_swap,c1,39,0.076865970,-0.223390146,0.236244650,44.0,4:5
29,lane_swap,c0,132,0.041957751,-0.206145534,0.210372133,44.0,4:5
29,lane_swap,c1,124,0.083536735,-0.238047630,0.252279726,44.0,4:5
30,lane_swap,c0,177,0.085433963,-0.219286383,0.235341199,43.5,4:5
30,lane_swap,c1,79,0.061210017,-0.233493783,0.241383539,43.5,4:5
31,lane_swap,c0,190,0.068137705,-0.194138315,0.205748468,43.6,4:5
31,lane_swap,c1,66,0.066672058,-0.257850511,0.266330714,43.6,4:5
32,lane_swap,c0,215,0.101734328,-0.228450280,0.250078796,44.0,4:5
32,lane_swap,c1,41,0.110133119,-0.250449387,0.273594955,44.0,4:5
33,lane_swap,c0,172,0.075117767,-0.220442896,0.232889994,44.0,4:5
33,lane_swap,c1,84,0.062694612,-0.205979705,0.215309668,44.0,4:5
34,lane_swap,c0,214,0.082478970,-0.213986552,0.229331692,43.8,4:5
34,lane_swap,c1,42,0.034538739,-0.217371641,0.220098512,43.8,4:5
35,lane_swap,c0,154,0.071483969,-0.222934863,0.234115166,43.8,4:5
35,lane_swap,c1,102,0.081585284,-0.226110681,0.240379281,43.8,4:5
36,lane_swap,c0,232,0.095870923,-0.233553683,0.252464961,43.9,4:5
36,lane_swap,c1,24,0.125992465,-0.252551707,0.282234771,43.9,4:5
37,lane_swap,c0,156,0.096814282,-0.230970714,0.250440563,44.0,4:5
37,lane_swap,c1,100,0.090358621,-0.210475372,0.229051441,44.0,4:5
38,lane_swap,c0,175,0.126782764,-0.215371063,0.249917114,44.0,4:5
38,lane_swap,c1,81,0.057974889,-0.239686532,0.246598300,44.0,4:5
39,lane_swap,c0,198,0.067299253,-0.198415223,0.209517995,44.0,4:5
39,lane_swap,c1,58,0.045586780,-0.242132007,0.246386004,44.0,4:5
40,lane_swap,c0,189,0.070918557,-0.228464746,0.239218690,44.0,4:5
40,lane_swap,c1,67,0.100193237,-0.234698953,0.255190680,44.0,4:5
41,lane_swap,c0,248,0.083822851,-0.252464093,0.266015768,44.0,4:5
41,lane_swap,c1,8,0.079335057,-0.228409757,0.241795509,44.0,4:5
0,off_tone,c0,37,0.111580768,-0.173736609,0.206481663,44.1,4:5
0,off_tone,c1,219,0.045181981,0.003291492,0.045301714,44.1,4:5
1,off_tone,c0,41,0.126201316,-0.162429272,0.205694046,44.1,4:5
1,off_tone,c1,215,0.040096075,0.028435806,0.049155776,44.1,4:5
2,off_tone,c0,19,0.140718528,-0.161266472,0.214029388,44.0,4:5
2,off_tone,c1,237,-0.003364575,-0.018872625,0.019170194,44.0,4:5
3,off_tone,c0,14,0.135623795,-0.214920388,0.254134978,44.0,4:5
3,off_tone,c1,242,-0.006964548,-0.029502120,0.030313034,44.0,4:5
4,off_tone,c0,64,0.141635554,-0.195268664,0.241227033,43.5,4:5
4,off_tone,c1,192,-0.022984877,-0.019701200,0.030272790,43.5,4:5
5,off_tone,c0,9,0.111880888,-0.183765815,0.215144620,43.6,4:5
5,off_tone,c1,247,0.007492140,-0.058715016,0.059191091,43.6,4:5
6,off_tone,c0,98,0.101868595,-0.170451021,0.198571804,43.9,4:5
6,off_tone,c1,158,0.004395859,-0.027136040,0.027489784,43.9,4:5
7,off_tone,c0,62,0.136590251,-0.158764838,0.209435360,44.0,4:5
7,off_tone,c1,194,0.028645626,-0.002157208,0.028726737,44.0,4:5
8,off_tone,c0,125,0.127479311,-0.176475188,0.217702703,43.9,4:5
8,off_tone,c1,131,0.005392770,-0.006570009,0.008499822,43.9,4:5
9,off_tone,c0,9,0.069174697,-0.145383065,0.161001163,44.0,4:5
9,off_tone,c1,247,-0.006129781,-0.026618667,0.027315337,44.0,4:5
10,off_tone,c0,44,0.130252419,-0.191199336,0.231350122,44.0,4:5
10,off_tone,c1,212,0.001630939,-0.004545987,0.004829696,44.0,4:5
11,off_tone,c0,95,0.113084544,-0.184501252,0.216399691,44.0,4:5
11,off_tone,c1,161,-0.025382480,0.003003502,0.025559564,44.0,4:5
12,off_tone,c0,120,0.120532363,-0.201690334,0.234961787,44.0,4:5
12,off_tone,c1,136,0.018342414,0.002994238,0.018585198,44.0,4:5
13,off_tone,c0,77,0.134676317,-0.184903870,0.228751288,44.0,4:5
13,off_tone,c1,179,-0.032824858,-0.031614809,0.045573759,44.0,4:5
14,off_tone,c0,39,0.131040771,-0.129652972,0.184340926,44.1,4:5
14,off_tone,c1,217,0.008297404,-0.000064165,0.008297652,44.1,4:5
15,off_tone,c0,35,0.141596498,-0.181487307,0.230189511,44.0,4:5
15,off_tone,c1,221,0.015519404,0.010417086,0.018691377,44.0,4:5
16,off_tone,c0,27,0.112609819,-0.212183443,0.240214040,44.1,4:5
16,off_tone,c1,229,0.003258020,0.008791195,0.009375489,44.1,4:5
17,off_tone,c0,26,0.125312563,-0.178957871,0.218470039,44.0,4:5
17,off_tone,c1,230,0.006246597,0.001524753,0.006429996,44.0,4:5
18,off_tone,c0,108,0.084671831,-0.189980561,0.207995030,44.0,4:5
18,off_tone,c1,148,-0.001216187,0.020860650,0.020896072,44.0,4:5
19,off_tone,c0,90,0.117408959,-0.136507739,0.180053399,44.0,4:5
19,off_tone,c1,166,0.016051979,-0.004274237,0.016611295,44.0,4:5
20,off_tone,c0,40,0.163191401,-0.159965593,0.228517886,44.1,4:5
20,off_tone,c1,216,-0.026043957,0.015787447,0.030455397,44.1,4:5
21,off_tone,c0,55,0.147353584,-0.169244072,0.224402840,44.4,4:5
21,off_tone,c1,201,-0.007795167,0.003277770,0.008456264,44.4,4:5
22,off_tone,c0,52,0.109829471,-0.168115532,0.200811714,44.5,4:5
22,off_tone,c1,204,0.030557187,0.001506916,0.030594321,44.5,4:5
23,off_tone,c0,105,0.117513161,-0.160453299,0.198883393,44.5,4:5
23,off_tone,c1,151,-0.009138356,-0.044067618,0.045005161,44.5,4:5
24,off_tone,c0,36,0.126638197,-0.177766379,0.218261583,44.0,4:5
24,off_tone,c1,220,-0.003786454,0.002662220,0.004628677,44.0,4:5
25,off_tone,c0,16,0.166860294,-0.213810258,0.271214277,44.0,4:5
25,off_tone,c1,240,0.003884978,0.001616152,0.004207731,44.0,4:5
26,off_tone,c0,91,0.124226158,-0.186309194,0.223926895,44.1,4:5
26,off_tone,c1,165,-0.009188262,-0.002865631,0.009624760,44.1,4:5
27,off_tone,c0,22,0.092322605,-0.179067205,0.201465946,44.0,4:5
27,off_tone,c1,234,-0.026878740,-0.027202744,0.038242070,44.0,4:5
28,off_tone,c0,110,0.123969757,-0.178364293,0.217214921,44.4,4:5
28,off_tone,c1,146,0.009473813,-0.009481328,0.013403309,44.4,4:5
29,off_tone,c0,71,0.127996738,-0.191211390,0.230097719,44.0,4:5
29,off_tone,c1,185,-0.002790026,-0.027620243,0.027760801,44.0,4:5
30,off_tone,c0,95,0.106987586,-0.172794069,0.203234185,44.0,4:5
30,off_tone,c1,161,0.004707604,-0.001650582,0.004988583,44.0,4:5
31,off_tone,c0,63,0.108108603,-0.168453129,0.200159753,44.0,4:5
31,off_tone,c1,193,0.010494001,-0.017560015,0.020456739,44.0,4:5
32,off_tone,c0,88,0.119983852,-0.193547222,0.227720557,44.0,4:5
32,off_tone,c1,168,0.015782603,0.014375278,0.021348048,44.0,4:5
33,off_tone,c0,6,0.137672906,-0.169934009,0.218703901,44.0,4:5
33,off_tone,c1,250,-0.004386336,-0.009109643,0.010110665,44.0,4:5
34,off_tone,c0,8,0.110865541,-0.164975254,0.198766201,44.0,4:5
34,off_tone,c1,248,0.009398253,-0.016553386,0.019035277,44.0,4:5
35,off_tone,c0,68,0.119437515,-0.180930422,0.216797457,44.1,4:5
35,off_tone,c1,188,-0.007605685,0.029624669,0.030585413,44.1,4:5
36,off_tone,c0,77,0.104998932,-0.165433776,0.195941598,44.4,4:5
36,off_tone,c1,179,-0.016969384,0.005851237,0.017949846,44.4,4:5
37,off_tone,c0,94,0.115273053,-0.175561298,0.210022966,44.0,4:5
37,off_tone,c1,162,0.020502375,-0.032324807,0.038278460,44.0,4:5
38,off_tone,c0,44,0.136941221,-0.151930260,0.204537777,43.8,4:5
38,off_tone,c1,212,-0.005042437,-0.001814724,0.005359048,43.8,4:5
39,off_tone,c0,13,0.112033462,-0.179102556,0.211256295,43.8,4:5
39,off_tone,c1,243,-0.000374025,0.058914420,0.058915607,43.8,4:5
40,off_tone,c0,9,0.131461682,-0.197182449,0.236987536,44.0,4:5
40,off_tone,c1,247,0.019278709,0.021516390,0.028889854,44.0,4:5
41,off_tone,c0,104,0.141726780,-0.223317014,0.264493797,43.9,4:5
41,off_tone,c1,152,0.000394760,0.012762254,0.012768358,43.9,4:5
0,hidden_positive,c0,103,0.139426341,-0.234531286,0.272845430,44.0,4:5
0,hidden_positive,c1,153,0.103448409,-0.190841024,0.217075724,44.0,4:5
1,hidden_positive,c0,103,0.055795619,-0.241082634,0.247455022,44.0,4:5
1,hidden_positive,c1,153,0.044396832,-0.220417641,0.224844424,44.0,4:5
2,hidden_positive,c0,26,0.066533105,-0.223503398,0.233196104,44.0,4:5
2,hidden_positive,c1,230,0.060169113,-0.211806935,0.220187420,44.0,4:5
3,hidden_positive,c0,126,0.085691622,-0.254223163,0.268276855,44.0,4:5
3,hidden_positive,c1,130,0.046426845,-0.255122113,0.259312060,44.0,4:5
4,hidden_positive,c0,123,0.087821831,-0.242685348,0.258086908,43.9,4:5
4,hidden_positive,c1,133,0.105754444,-0.258227170,0.279043498,43.9,4:5
5,hidden_positive,c0,81,0.045853132,-0.201241929,0.206399670,44.0,4:5
5,hidden_positive,c1,175,0.079363121,-0.187197223,0.203325614,44.0,4:5
6,hidden_positive,c0,113,0.057567181,-0.247705461,0.254306853,44.0,4:5
6,hidden_positive,c1,143,0.035120652,-0.222762975,0.225514529,44.0,4:5
7,hidden_positive,c0,62,0.058030360,-0.251427802,0.258037714,44.0,4:5
7,hidden_positive,c1,194,0.089707094,-0.251326347,0.266856319,44.0,4:5
8,hidden_positive,c0,18,0.094582604,-0.249661775,0.266977285,44.1,4:5
8,hidden_positive,c1,238,0.137602197,-0.338166372,0.365090208,44.1,4:5
9,hidden_positive,c0,99,0.065827914,-0.262260608,0.270395897,44.1,4:5
9,hidden_positive,c1,157,0.071307345,-0.225617595,0.236617913,44.1,4:5
10,hidden_positive,c0,20,0.090314036,-0.258084046,0.273430064,44.0,4:5
10,hidden_positive,c1,236,0.083858240,-0.199276509,0.216202061,44.0,4:5
11,hidden_positive,c0,40,0.117448618,-0.225757896,0.254481444,44.0,4:5
11,hidden_positive,c1,216,0.073769137,-0.205627647,0.218459641,44.0,4:5
12,hidden_positive,c0,37,0.094932279,-0.224324443,0.243584880,44.1,4:5
12,hidden_positive,c1,219,0.089225021,-0.275404767,0.289497652,44.1,4:5
13,hidden_positive,c0,52,0.092736943,-0.248507343,0.265247130,44.0,4:5
13,hidden_positive,c1,204,0.053020242,-0.192851895,0.200007498,44.0,4:5
14,hidden_positive,c0,104,0.101704548,-0.242656077,0.263107937,44.0,4:5
14,hidden_positive,c1,152,0.010359795,-0.207450853,0.207709369,44.0,4:5
15,hidden_positive,c0,70,0.045951168,-0.214991432,0.219847278,43.8,4:5
15,hidden_positive,c1,186,0.059940926,-0.221667645,0.229628960,43.8,4:5
16,hidden_positive,c0,67,0.028460023,-0.207906158,0.209845046,44.2,4:5
16,hidden_positive,c1,189,0.081528687,-0.222655368,0.237112504,44.2,4:5
17,hidden_positive,c0,19,0.058747903,-0.280799628,0.286879325,44.2,4:5
17,hidden_positive,c1,237,0.098661805,-0.242555168,0.261853320,44.2,4:5
18,hidden_positive,c0,100,0.105309944,-0.293066827,0.311413470,44.5,4:5
18,hidden_positive,c1,156,0.072116568,-0.244589022,0.254999194,44.5,4:5
19,hidden_positive,c0,99,0.052793935,-0.223687979,0.229833661,44.0,4:5
19,hidden_positive,c1,157,0.074617310,-0.258211603,0.268776812,44.0,4:5
20,hidden_positive,c0,92,0.056800277,-0.234237014,0.241025414,44.5,4:5
20,hidden_positive,c1,164,0.077414644,-0.260519828,0.271778601,44.5,4:5
21,hidden_positive,c0,95,0.103863302,-0.238157775,0.259820537,44.2,4:5
21,hidden_positive,c1,161,0.091323632,-0.274803216,0.289580409,44.2,4:5
22,hidden_positive,c0,119,0.104846246,-0.242071924,0.263802107,44.2,4:5
22,hidden_positive,c1,137,0.060075108,-0.245380667,0.252627573,44.2,4:5
23,hidden_positive,c0,107,0.067814336,-0.244433394,0.253666056,44.0,4:5
23,hidden_positive,c1,149,0.077883307,-0.221216985,0.234526680,44.0,4:5
24,hidden_positive,c0,9,0.049518699,-0.224185529,0.229589314,44.0,4:5
24,hidden_positive,c1,247,0.033583930,-0.216668460,0.219255791,44.0,4:5
25,hidden_positive,c0,54,0.059218957,-0.226096962,0.233723600,44.0,4:5
25,hidden_positive,c1,202,0.046135425,-0.249921467,0.254144088,44.0,4:5
26,hidden_positive,c0,54,0.106549616,-0.283736040,0.303082433,44.0,4:5
26,hidden_positive,c1,202,0.071493432,-0.227336515,0.238313243,44.0,4:5
27,hidden_positive,c0,50,0.078440586,-0.238141792,0.250727818,44.0,4:5
27,hidden_positive,c1,206,0.050533376,-0.210586043,0.216564318,44.0,4:5
28,hidden_positive,c0,72,0.065146688,-0.255321755,0.263501972,44.1,4:5
28,hidden_positive,c1,184,0.060625139,-0.247340000,0.254661507,44.1,4:5
29,hidden_positive,c0,60,0.078281624,-0.255487055,0.267210868,44.5,4:5
29,hidden_positive,c1,196,0.073726407,-0.240200455,0.251260506,44.5,4:5
30,hidden_positive,c0,71,0.082044647,-0.250272210,0.263377113,44.4,4:5
30,hidden_positive,c1,185,0.121416074,-0.267298164,0.293581627,44.4,4:5
31,hidden_positive,c0,87,0.114032455,-0.243248521,0.268650784,44.0,4:5
31,hidden_positive,c1,169,0.106420604,-0.226400249,0.250164781,44.0,4:5
32,hidden_positive,c0,1,0.100700723,-0.229706261,0.250809892,44.2,4:5
32,hidden_positive,c1,255,0.066508392,-0.217141990,0.227099119,44.2,4:5
33,hidden_positive,c0,123,0.087012284,-0.222905854,0.239286768,44.1,4:5
33,hidden_positive,c1,133,0.045257949,-0.220681459,0.225274473,44.1,4:5
34,hidden_positive,c0,34,0.069595577,-0.203662437,0.215225306,44.0,4:5
34,hidden_positive,c1,222,0.106146537,-0.256729144,0.277807381,44.0,4:5
35,hidden_positive,c0,119,0.105190495,-0.240721934,0.262701522,44.0,4:5
35,hidden_positive,c1,137,0.086381943,-0.238671658,0.253822773,44.0,4:5
36,hidden_positive,c0,40,0.075723713,-0.247826102,0.259136755,44.0,4:5
36,hidden_positive,c1,216,0.034151716,-0.238343222,0.240777555,44.0,4:5
37,hidden_positive,c0,10,0.063210736,-0.212321291,0.221530873,44.5,4:5
37,hidden_positive,c1,246,0.109082294,-0.240905434,0.264451082,44.5,4:5
38,hidden_positive,c0,85,0.075616528,-0.209736347,0.222951104,44.2,4:5
38,hidden_positive,c1,171,0.073803567,-0.253365383,0.263895782,44.2,4:5
39,hidden_positive,c0,77,0.081577333,-0.290306494,0.301550529,44.0,4:5
39,hidden_positive,c1,179,0.091508798,-0.267235961,0.282469324,44.0,4:5
40,hidden_positive,c0,59,0.128152001,-0.254367155,0.284825534,44.4,4:5
40,hidden_positive,c1,197,0.075984673,-0.219666259,0.232436951,44.4,4:5
41,hidden_positive,c0,49,0.077956188,-0.210608756,0.224573407,44.5,4:5
41,hidden_positive,c1,207,0.098320559,-0.229789571,0.249940351,44.5,4:5
