basis,distance,rounds,physical_error_rate,shots,seed,logical_error_count,logical_error_rate,logical_error_rate_laplace,survival,suppression_R,log_suppression,E,grad_S,sigma,Df,formula_score,formula_log_score,syndrome_density,num_detectors,num_observables,duration_seconds
x,3,3,0.005,100,382474657,0,0.0,0.0049504950495049506,1.0,1.01,0.009950330853168092,1.0,0.0454146923337941,4.692473317686164,3.0,2275.1448882574455,7.72979901650324,0.06166666666666667,24,1,0.0026675000008253846
x,3,3,0.02,100,1691208930,20,0.2,0.20297029702970298,0.8,0.09853658536585365,-2.3173273747312493,1.0,0.14144054254182067,2.6589675866340143,3.0,132.91231308028463,4.889689610639601,0.19875,24,1,0.002040399998804787
x,5,5,0.005,100,4227246653,1,0.01,0.01485148514851485,0.99,0.33666666666666667,-1.0886619578149417,1.0,0.0454146923337941,4.692473317686164,5.0,50097.11111847516,10.821718623104536,0.07391666666666667,120,1,0.009200199998304015
x,5,5,0.02,100,278762986,27,0.27,0.2722772277227723,0.73,0.07345454545454545,-2.611088493259412,1.0,0.14144054254182067,2.6589675866340143,5.0,939.7044913129173,6.845565454895441,0.2255,120,1,0.009122999999817694
